1130.184204,1067.166748,7.402494,1032.374756
11.934991,1093.504150,1138.444214,
1129.344238,30.099977,1140.351685,
33.564976,1139.896729,2.642498,
9.362494,8.924994,1145.444214,
1144.131714,1136.886719,2.239998,
1131.024170,8.539994,1146.686646,
0.157500,1142.836670,1141.314209,
1129.676636,1144.551636,1143.921631,
1137.096680,1.032499,12.389991,
4.164997,1145.286621,13.929990,1032.374756
9.642493,7.227495,23.519983,
1144.446655,1145.934204,15.207489,
1142.661621,1140.439209,6.807495,
1133.421631,2.519998,8.907494,
1.242499,5.827496,8.994993,
1138.846680,1137.849121,1142.241699,
1139.879150,1136.694214,1144.674194,
1140.929199,2.537498,1145.286621,
1143.431641,1140.491699,1143.239136,
1141.804199,1142.976685,1143.676636,1032.374756
1137.446655,1141.401733,1142.854126,
1145.216675,1146.056641,1.382499,
0.962499,1145.986694,2.659998,
1143.764160,1142.346680,5.162496,
1143.746704,1140.544189,5.739996,
1142.696655,1145.829224,3.167498,
1140.491699,1146.791626,3.062498,
1142.644165,1145.864136,3.237498,
1145.409180,1146.389160,4.252497,
1142.451660,1144.814209,1.924999,1032.374756
0.332500,1145.881714,2.082499,
1145.531616,0.035000,1.609999,
1146.546631,1144.901611,1146.756714,
1145.129150,1144.464111,0.927499,
1142.749146,1144.551636,1.557499,
1140.176636,1145.496704,4.619997,
1142.994141,1139.599121,1.924999,
1140.964233,1143.606689,11.847491,
0.595000,1144.166626,10.832492,
5.092496,1138.829224,12.232491,1032.374756
1134.209229,1145.339111,28.752480,
6.194995,1145.199219,25.042482,
4.584997,1142.924194,19.844986,
1140.071655,1145.479126,31.307478,
1.784999,1144.691650,37.169971,
0.927499,3.517498,35.104973,
5.039996,1144.499146,30.904978,
2.992498,1144.289185,25.147482,
1.837499,0.385000,22.032484,
1143.134155,1146.004150,26.284981,1032.374756
1146.249146,6.894995,23.887484,
1145.916626,1142.644165,13.352490,
1.837499,5.197496,10.867492,
1146.406616,5.302496,15.172489,
1144.061646,5.897496,3.744997,
1140.719116,1135.661621,1139.284180,
1139.546631,2.047498,3.919997,
1140.684204,11.567492,5.879996,
1127.121704,1131.864136,2.222498,
0.874999,1139.966675,1135.906616,1032.374756
1140.806641,2.327498,1135.766724,
1139.476685,1133.264160,1125.809204,
1136.869141,1138.409180,1127.646729,
1141.034180,1137.761719,1120.944214,
1137.306641,1144.324219,1122.764160,
1137.516724,1143.554199,1124.811646,
